Sex,PhDSchool,FirstPosition,FirstType,CurrentPosition,CurrentPositionType,Dissertation,PrimaryAreaOfStudy,YearGraduated,SoughtAcademicEmployment?,Other Job ,Other Academic Location,Other Academic Field
Male,University of Western Ontario,University of Waterloo,Tenure Track/Permanent,University of Waterloo,Tenured,“Philosophical Applications of Semantic Anti-Realism”,Philosophy of Language,1999,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",University of Waterloo,Tenure Track/Permanent,University of Waterloo,Tenure Track/Permanent,Unknown,Unknown,2010,,,,
Male,Northwestern University,Unknown,Unknown,University of Waterloo,Tenure Track/Permanent,Conceptual and Foundations Issues in the Quantization of Gravity,Philosophy of Science,1998,Yes,,,
Male,"Washington University, St. Louis","Washington University, St. Louis",Post Doc/Researcher,University of Waterloo,Tenured,How Neurons Mean: A Neurocomputational Theory of Representational Content,Philosophy of Mind,2000,,,,
Male,Brown University,Unknown,Unknown,University of Waterloo (Canada),Tenure Track/Permanent,Epistemic Reasons,Epistemology,2006,yes,,,
Unknown,"University of Texas, Austin",University of West Florida,Tenure Track/Permanent,University of West Florida,Tenure Track/Permanent,Unknown,Unknown,1995,,,,
Female,University of Southern California,St. John's College,Tenure Track/Permanent,University of West Georgia,Lecturer,Unknown,History of Philosophy,2007,,,,
Male,"University of California, Riverside",University of West Virginia,Tenure Track/Permanent,University of West Virginia,Tenure Track/Permanent,Am I who I say I am?: A Role Identification account of Identity,Metaphysics,2009,,,,
Male,"University of Colorado, Boulder","University of Colorado, Boulder",Lecturer,University of Western Australia,Lecturer,"""Adding Goods,"" under Michael Tooley",Ethics,2012,,,,
Male,"University of Massachusetts, Amherst",Unknown,Unknown,University of Western Australia,Tenure Track/Permanent,Unknown,Unknown,2008,,,,
Male,"University of California, Berkeley",University of Western Kentucky,Tenure Track/Permanent,University of Western Kentucky,Tenure Track/Permanent," Justification, Reasons, and Truth",Epistemology,2010,,,,
Unknown,University of Iowa,Illinois Wesleyan University,Lecturer,University of Western Ontario,Tenure Track/Permanent,Studies in the Understructure: The Semiotic Basis of John Locke's Empirical Epistemology,Epistemology,2003,,,,
Unknown,Massachusetts Institute of Technology,Sonoma State University,Lecturer,University of Western Ontario,Tenure Track/Permanent,Unknown,Social and Political Philosophy,1998,,,,
Female,University of Western Ontario,University of Antwerp,Post Doc/Researcher,University of Western Ontario,Lecturer,"“Feeling, Impulse and Changeability: The Role of Emotion in Hume's Theory of the Passions”",History of Philosophy,2010,,,,
Male,University of Toronto,"University of Michigan, Ann Arbor",Post Doc/Researcher,University of Western Ontario,Tenure Track/Permanent,Reasoning Towards Utilitarianism:  Learning from Sidgwick,Ethics,2005,Yes,,,
Male,University of Western Ontario,University of Western Ontario,Lecturer,University of Western Ontario,Lecturer,“Contemporary Cosmology as a Case Study in Scientific Methodology”,Philosophy of Science,2011,,,,
Male,University of Western Ontario,University of Western Ontario,Post Doc/Researcher,University of Western Ontario,Lecturer,“Reconstructive and Natural Language Applications of Linguistic Analysis”,Philosophy of Language,2009,,,,
Female,University of Western Ontario,University of Western Ontario,Lecturer,University of Western Ontario,Lecturer,“Rites of Privacy and The Privacy Trade: On the Limits of Protection for the Sacred Self”,Ethics,1998,,,,
Male,University of Western Ontario,University of Western Ontario,Lecturer,University of Western Ontario,Lecturer,“The Metaphysical Basis of Logic”,Metaphysics,2008,,,,
Female,"University of California, San Diego",University of Western Ontario,Tenure Track/Permanent,University of Western Ontario,Tenure Track/Permanent,"Abstraction, Analogy and Induction: Toward a General Account of Ampliative Inference",Epistemology,1997,,,,
Female,Cornell University,University of Western Ontario,Tenure Track/Permanent,University of Western Ontario,Tenure Track/Permanent,Aristotle's Theory of Decision,History of Philosophy,2006,,,,
Unknown,Princeton University,University of Western Ontario,Lecturer,University of Western Ontario,Lecturer,mattering equally,Ethics,1992,,,,
Male,University of Toronto,University of Western Ontario,Tenured,University of Western Ontario,Tenured,Rethinking the Political Morality of Poverty,Ethics,2003,Yes,,,
Male,University of Toronto,University of Western Ontario,Lecturer,University of Western Ontario,Lecturer,The Ethics of Corporeality:  A Study of Phenomenological and Pragmatic Significance of the Human Body,Ethics,2005,Yes,,,
Female,Georgetown University,University of Western Ontario,Tenure Track/Permanent,University of Western Ontario,Tenure Track/Permanent,Unknown,Unknown,2006,,,,
Unknown,Massachusetts Institute of Technology,University of Western Ontario,Lecturer,University of Western Ontario,Lecturer,Unknown,Social and Political Philosophy,2003,,,,
Unknown,University of British Columbia,University of Western Ontario,Tenure Track/Permanent,University of Western Ontario,Tenure Track/Permanent,Unknown,Unknown,2010,,,,
Male,University of Connecticut,University of Western Ontario,Post Doc/Researcher,University of Western Ontario  ,Post Doc/Researcher,Parataxis and Logical Form,Philosophy of Logic,2004,,,,
Unknown,University of Connecticut,Knox College,Tenure Track/Permanent,University of Western Washington,Tenured,Toward a Contextual Approach to the Question of Being.,Metaphysics,1992,,,,
Female,University of Western Ontario,University of Windsor,Tenure Track/Permanent,University of Windsor,Tenured,“Feminist Standpoint Theory As A Form of Naturalist Epistemology”,Epistemology,2002,,,,
Male,University of Western Ontario,University of Windsor,Post Doc/Researcher,University of Windsor,Post Doc/Researcher,“From Natural Philosophy to Natural Science: The Entrenchment of Newton’s Ideal of Empirical Success”,Philosophy of Science,2000,,,,
Male,University of Western Ontario,University of Windsor,Tenure Track/Permanent,University of Windsor,Tenured,“Rules and Representations in the Classicism-Connectionism Debate”,Metaphysics,1999,,,,
Female,"University of Illinois, Chicago","University of Wisconsin, Barron County",Lecturer,"University of Wisconsin, Barron County",Lecturer,Unknown,Unknown,2010,,,,
Unknown,"University of Illinois, Chicago",Wilfrid Laurier Univiersity,Lecturer,"University of Wisconsin, Barron County",Tenure Track/Permanent,Federation of Peoples: An Unorthodox Liberal Approach to Minority Nationalism,Social and Political Philosophy,2004,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul","University of Wisconsin, Eau Claire",Tenure Track/Permanent,"University of Wisconsin, Eau Claire",Tenure Track/Permanent,Unknown,Unknown,2004,,,,
Male,Syracuse University,"University of Wisconsin, Fox Valley",Tenure Track/Permanent,"University of Wisconsin, Fox Valley",Tenure Track/Permanent,"""Self-Respect and Family Egalitarianism"" (passed with distinction)",Social and Political Philosophy,2007,,,,
Male,Purdue University,"University of Wisconsin, Green Bay",Tenure Track/Permanent,"University of Wisconsin, Green Bay",Tenure Track/Permanent,Spinoza's Individuals,History of Philosophy,2007,,,,
Male,Cornell University,Harvard University,Lecturer,"University of Wisconsin, Madison",Tenure Track/Permanent,Political Liberalism and Economic Justice,Ethics,2007,,,,
Male,"University of Michigan, Ann Arbor",Stanford University,Lecturer,"University of Wisconsin, Madison",Tenure Track/Permanent,Civic Respect and Political Plural Subjects,Social and Political Philosophy,2002,,,,
Unknown,Stanford University,Stanford University,Lecturer,"University of Wisconsin, Madison",Tenure Track/Permanent,"How We Know What We're Doing: An Inferential Explanation of Agential ""Knowledge Without Observation",Epistemology,2009,,,,
Male,Northwestern University,"University of Wisconsin, Madison",Lecturer,"University of Wisconsin, Madison",Lecturer,Individuation and Opposition in Hegel’s 'Doctrine of Essence':The Importance of the Kant’s 'Amphiboly' to Hegel’s Metaphysics,Continental Philosophy,2010,Yes,,,
Male,"University of California, Berkeley","University of Wisconsin, Madison",Tenure Track/Permanent,"University of Wisconsin, Madison",Tenure Track/Permanent,Quitting Certainties: A Doxastic Modeling Framework,Epistemology,2008,,,,
Male,"University of Michigan, Ann Arbor","University of Wisconsin, Madison",Tenure Track/Permanent,"University of Wisconsin, Madison",Tenured,Respect for Persons: An Epistemic and Pragmatic Investigation,Epistemology,2001,,,,
Unknown,Princeton University,"University of Wisconsin, Madison",Tenure Track/Permanent,"University of Wisconsin, Madison",Tenure Track/Permanent,"the interaction of conditionals, modals, and mood",Philosophy of Language,2011,,,,
Unknown,Massachusetts Institute of Technology,"University of Wisconsin, Madison",Tenure Track/Permanent,"University of Wisconsin, Madison",Tenured,Unknown,Ethics,1999,,,,
Unknown,"University of Texas, Austin","University of Wisconsin, Madison",Tenure Track/Permanent,"University of Wisconsin, Madison",Tenure Track/Permanent,Unknown,Epistemology,2010,,,,
Male,"University of Michigan, Ann Arbor",Kenyon College,Lecturer,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,Trust and Reason,Philosophy of Language,2000,,,,
Male,Harvard University,"University of California, Irvine",Tenure Track/Permanent,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,Hegel & the Transformation of Philosophical Critique,Continental Philosophy,1997,,,,
Female,"University of Michigan, Ann Arbor",University of Pittsburgh,Tenure Track/Permanent,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,"Selflessness and Responsibility for Self: The Implications of Deference for Autonomy, Shared Agency, and Love",Metaphysics,2001,,,,
Unknown,"University of California, Irvine","University of Wisconsin, Milwaukee",Tenure Track/Permanent,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,"""Hume's Foundational Project in Book I of The Treatise""",History of Philosophy,2008,,,,
Female,Columbia University,"University of Wisconsin, Milwaukee",Post Doc/Researcher,"University of Wisconsin, Milwaukee",Post Doc/Researcher,"Case Studies in the Philosophy of Art, Science, and Technology",Philosophy of Science,2013,,,,
Male,Harvard University,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,"Making Up One's Self: Commitments, Agency, and Identity ",Metaphysics,2001,,,,
Unknown,Rice University,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,Unknown,Unknown,2011,,,,
Unknown,University of Rochester,Unknown,Unknown,"University of Wisconsin, Milwaukee",Tenure Track/Permanent,Unknown,Metaphysics,2009,Yes,,,
Male,"University of California, Los Angeles","California State University, Long Beach",Lecturer,"University of Wisconsin, Oshkosh",Tenured,Non-inferential Emotion-based Knowledge,Epistemology,2003,,,,
Unknown,Rice University,"University of Wisconsin, Oshkosh",Tenure Track/Permanent,"University of Wisconsin, Oshkosh",Tenured,Unknown,Unknown,2000,,,,
Unknown,University of Rochester,Unknown,Unknown,"University of Wisconsin, Oshkosh",Tenure Track/Permanent,Unknown,Philosophy of Language,1994,Yes,,,
Male,"University of Wisconsin, Madison",Virginia Commonwealth University,Lecturer,"University of Wisconsin, Richland",Tenured,Nozickian Libertarianism and A Positive Right to Health Care,Social and Political Philosophy,2004,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul","University of Wisconsin, River",Lecturer,"University of Wisconsin, River",Lecturer,Unknown,Unknown,2007,,,,
Male,"University of Wisconsin, Madison","University of Wisconsin, Rock County",Tenure Track/Permanent,"University of Wisconsin, Rock County",Tenure Track/Permanent,Indeterminacy in Reductive Color Theories,Metaphysics,2004,,,,
Unknown,"University of Texas, Austin","University of Wisconsin, Rock County",Tenure Track/Permanent,"University of Wisconsin, Rock County",Tenure Track/Permanent,Unknown,Unknown,2000,,,,
Male,University of Southern California,Occidental College,Lecturer,"University of Wisconsin, Stevens Point",Lecturer,Unknown,Ethics,2011,,,,
Male,"University of North Carolina, Chapel Hill","University of Wisconsin, Stevens Point",Lecturer,"University of Wisconsin, Stevens Point",Lecturer,On the Qua Problem Qua Qua Problem: The Metaphysics and Epistemology of Mental Causation ,Epistemology,2011,,,,
Male,University of Utah,"University of Wisconsin, Stevens Point",Tenure Track/Permanent,"University of Wisconsin, Stevens Point",Tenure Track/Permanent,Unknown,Unknown,2003,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul","University of Wisconsin, Stout",Lecturer,"University of Wisconsin, Stout",Lecturer,Unknown,Unknown,2007,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul","University of Wisconsin, Stout",Lecturer,"University of Wisconsin, Stout",Lecturer,Unknown,Unknown,2008,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul","University of Wisconsin, Stout",Lecturer,"University of Wisconsin, Stout",Lecturer,Unknown,Unknown,2013,,,,
Male,"University of Colorado, Boulder","University of Wisconsin, Washington County",Tenure Track/Permanent,"University of Wisconsin, Washington County",Tenure Track/Permanent,"""In Defense of Commodification"" under David Boonin",Ethics,2008,,,,
Male,"University of Wisconsin, Madison","University of Wisconsin, Waukesha",Tenure Track/Permanent,"University of Wisconsin, Waukesha",Tenure Track/Permanent,Conditionals of Freedom as Bivalent: A Defense of Middle Knowledge,Epistemology,2000,,,,
Unknown,Rice University,"University of Wisconsin, Waukesha",Tenure Track/Permanent,"University of Wisconsin, Waukesha",Tenure Track/Permanent,Unknown,Unknown,2001,,,,
Male,University of Alberta,University of Wollongong,Lecturer,University of Wollongong,Tenure Track/Permanent,Unknown,Unknown,2005,,,,
Male,Northwestern University,Centre College,Tenure Track/Permanent,University of Wyoming,Tenure Track/Permanent,"Plato's Theory of Knowledge in Theatetus and Republic
",History of Philosophy,2001,Yes,,,
Male,"University of Colorado, Boulder",University of Wyoming,Tenure Track/Permanent,University of Wyoming,Tenure Track/Permanent,"""Communication, Meaning and the Attitudes: Toward a General Meaning of Content"" under George Bealer",Philosophy of Language,2003,,,,
Male,University of Arizona,University of Wyoming,Tenure Track/Permanent,University of Wyoming,Tenure Track/Permanent,Simple Minds: A Cognitive Account of Theoretical Simplicity and the Epistemology of Understanding,Philosophy of Mind,1997,,,,
Male,University of Arizona,University of Wyoming,Lecturer,University of Wyoming,Lecturer,The New Folk Psychology,Philosophy of Mind,2013,,,,
Male,University of Utah,University of Wyoming,Lecturer,University of Wyoming,Lecturer,Unknown,Unknown,2008,,,,
Unknown,Princeton University,University of York,Tenure Track/Permanent,University of York,Tenured,defending humeanism,Ethics,1997,,,,
Male,Harvard University,University of York,Tenure Track/Permanent,University of York,Tenure Track/Permanent,"Freedom, Fairness & Responsibility",Social and Political Philosophy,2007,,,,
Female,University of Toronto,University of York,Tenured,University of York,Tenured,"Proof, Practice and Progress",Philosophy of Science,2002,Yes,,,
Unknown,Syracuse University,Central Washington University,Lecturer,Unknown,Unknown,"""Fichte's Theory of Practical Agency""",Metaphysics,2010,,,,
Male,University of Miami,Germany,Post Doc/Researcher,Unknown,Unknown,The Use and the Abuse of the Sublime: Joseph Beuys and Art after Auschwitz.,Aesthetics,1997,,,,
Male,"Rutgers University, New Brunswick",Massachusetts Institute of Technology,Lecturer,Unknown,Post Doc/Researcher,Unknown,Philosophy of Language,1995,Yes,,,
Female,"University Of Nebraska, Lincoln","St. Mary's College, IN",Lecturer,Unknown,Unknown,Unknown,Ethics,1993,,,,
Unknown,Princeton University,Unknown,Post Doc/Researcher,Unknown,Post Doc/Researcher, the importance of being rational,Ethics,2013,,,,
Female,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""A Critique of Saul Kripke's Wittgenstein on Rules and Private Language""",Philosophy of Language,2009,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Ambiguous Articles: An Essay on the Theory of Descriptions""",Philosophy of Language,2007,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Anger Et Cetera: Understanding The Emotions In Ethics""",Ethics,2009,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Moral Mental States: Four Methods in Metaethics""",Ethics,2011,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Of the Terrible Doubt of Appearances: An Essay in Moral Epistemology""",Ethics,2008,,,,
Unknown,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Personal Identity and Responsibility""",Metaphysics,2007,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Rawls, Democracy and the Problem of Stability""",Political Philosophy,2007,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Self-Determination and Moral Responsibility""",Ethics,2009,,,,
Male,University of Pittsburgh,Unknown,Unknown,Unknown,Unknown,"""Skepticism About Epistemic Reason"" (Setiya)",Epistemology,2010,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""The Phenomenon of Amoralism: An Investigation of the Emotive and Cognitive Roots""",Ethics,2007,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""The Qualitative Character of Spatial Perception""",Metaphysics,2006,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""The Structure of Practical Rationality""",Ethics,2009,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Three Essays on Bentham""",Ethics,2009,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,"""Topological Models of Belief Logics""",Philosophy of Logic,2007,,,,
Male,University of Western Ontario,Unknown,Unknown,Unknown,Unknown,“Foundations For a Realist Theory of Causality”,Metaphysics,1998,,,,
Male,University of Western Ontario,Unknown,Unknown,Unknown,Unknown,“Leibniz on The Metaphysical Foundation of Physics”,History of Philosophy,1998,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,“Meaning and Morality”,Ethics,2011,,,,
Male,University of Western Ontario,Unknown,Unknown,Unknown,Unknown,“Meta-heuristic Strategies in Scientific Judgment”,Philosophy of Science,2012,,,,
Male,University of Western Ontario,Unknown,Unknown,Unknown,Unknown,"“Naturalism, Norms, and Mental Content”",Philosophy of Mind,2010,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,“Olfaction: Smelling the Content of Consciousness”,Philosophy of Mind,2011,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,“Singular Terms: Reference and Attribution”,Philosophy of Language,2012,,,,
Male,University of Western Ontario,Unknown,Unknown,Unknown,Unknown,“The Case for Quantum State Realism”,Social and Political Philosophy,2013,,,,
Male,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,“The Psychological Import of Syntactic Theory”,Philosophy of Language,2011,,,,
Unknown,University of Iowa,Unknown,Unknown,Unknown,Unknown,A Theory of Literary Interpretation: The Problem of Intentionalism,Aesthetics,2002,,,,
Male,University of Arizona,Unknown,Unknown,Unknown,Unknown,Acceptance,Epistemology,2012,,,,
Male,University of Arizona,Unknown,Unknown,Unknown,Unknown,Analog Computation and Psychoneural Reduction,Philosophy of Mind,1997,,,,
Male,"University of California, Berkeley",Unknown,Unknown,Unknown,Unknown,Being Something: Prospects for a Property-Based Approach to Predicative Quantification,Social and Political Philosophy,2013,,,,
Unknown,Stanford University,Unknown,Unknown,Unknown,Unknown,Bodies and Souls: The Rehabilitation of Maimed Soldiers in France and Germany during the First World Wa,History of Philosophy,1998,,,,
Unknown,Princeton University,Unknown,Unknown,Unknown,Unknown,"bodies, souls and ordinary people: three essays on art and interpretation.",Aesthetics,1998,,,,
Male,"Indiana University, Bloomington",Unknown,Unknown,Unknown,Unknown,Constraint Variational Semantics,Philosophy of Language,2007,,,,
Unknown,"University of Missouri, Columbia",Unknown,Lecturer,Unknown,Lecturer,Dissertation Title: In Defence of Scientific Realism,Philosophy of Science,2008,,,,
Unknown,University of Chicago,Unknown,Unknown,Unknown,Unknown,"Dissertation: ""Clarity and Silence, A Nonstandard Reading of Wittgenstein's Tractatus Logico-philosophicus"" Abstract PDF",History of Philosophy,2010,,,,
Female,University of Arizona,Unknown,Unknown,Unknown,Unknown,"Epistemic Luck, Epistemic Agency, and Skepticism",Epistemology,2007,,,,
Male,University of Notre Dame,Unknown,Unknown,Unknown,Unknown,Expertise: Its Nature and Appraisal,Epistemology,2013,,,,
Male,"University of California, San Diego",Unknown,Unknown,Unknown,Unknown,Heidegger and the Philosophy of Logic,Philosophy of Logic,2006,,,,
Male,University of Connecticut,Unknown,Unknown,Unknown,Unknown,"Implications of Species-as-Individuals: Kinds, Essentialism, Induction, De-Extinction",Metaphysics,2013,,,,
Male,"University of Maryland, College Park",Unknown,Unknown,Unknown,Unknown,On Utterance Interpretation and Metalinguistic-Semantic Competence,Philosophy of Language,2012,,,,
Unknown,Princeton University,Unknown,Unknown,Unknown,Unknown,realism or non-realism: undecidable in theory,Metaphysics,1996,,,,
Female,University of Arizona,Unknown,Unknown,Unknown,Unknown,Searching for Theory X: A Quality-Only Approach to the Problem of Future Generations,Social and Political Philosophy,1993,,,,
Male,"University of Michigan, Ann Arbor",Unknown,Unknown,Unknown,Unknown,Semantic Paradox and the Metaphysics of Truth,Philosophy of Language,1995,,,,
Unknown,University of Iowa,Unknown,Unknown,Unknown,Unknown,Solution to All Sellarsian Dilemmas,Philosophy of Science,2011,,,,
Male,"University of Michigan, Ann Arbor",Unknown,Unknown,Unknown,Unknown,"Something to Look Forward To: Personal Identity Prudence, and Ethics",Ethics,1995,,,,
Unknown,"Indiana University, Bloomington",Unknown,Unknown,Unknown,Unknown,Studies in Early Heidegger (1919 –1923),History of Philosophy,2003,,,,
Female,City University of New York Graduate Center,Unknown,Unknown,Unknown,Unknown,Teaching Differences: An Explication and Defense of Wittgenstein's On Certainty,History of Philosophy,,,,,
Male,University of Miami,Unknown,Unknown,Unknown,Unknown,The Argument from Order.,Philosophy of Science,1998,,,,
Female,University of Arizona,Unknown,Unknown,Unknown,Unknown,The Immediacy of Phenomenal Concepts and Immediate Implications for Physicalism,Metaphysics,2011,,,,
Unknown,Princeton University,Unknown,Unknown,Unknown,Unknown,the ontological and epistemological rift between natura naturans and natura naturata.,Philosophy of Science,1998,,,,
Female,University of Connecticut,Unknown,Unknown,Unknown,Unknown,The Role of the Body in Perceptual Spatial Representation,Metaphysics,2009,,,,
Female,University of Arizona,Unknown,Unknown,Unknown,Unknown,The Theoretical Foundations for an Environmental Ethic,Ethics,1997,,,,
Female,"Rutgers University, New Brunswick",Unknown,Post Doc/Researcher,Unknown,Post Doc/Researcher,Unknown,Epistemology,2013,Yes,,,
Female,"Rutgers University, New Brunswick",Unknown,Lecturer,Unknown,Lecturer,Unknown,Philosophy of Mind,2011,Yes,,,
Male,"Rutgers University, New Brunswick",Unknown,Lecturer,Unknown,Lecturer,Unknown,Metaphysics,2005,Yes,,,
Unknown,University of Alberta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2002,,,,
Unknown,"University of California, Santa Barbara",Unknown,Lecturer,Unknown,Lecturer,Unknown,Unknown,,,,,
Unknown,"University of California, Santa Barbara",Unknown,Lecturer,Unknown,Lecturer,Unknown,Unknown,,,,,
Unknown,"University of California, Santa Barbara",Unknown,Lecturer,Unknown,Lecturer,Unknown,Unknown,,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",Unknown,Post Doc/Researcher,Unknown,Post Doc/Researcher,Unknown,Unknown,2012,,,,
Male,"University Of Nebraska, Lincoln",Unknown,Unknown,Unknown,Unknown,Unknown,Epistemology,1990,,,,
Unknown,"University Of Nebraska, Lincoln",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013,,,,
Female,"University Of Nebraska, Lincoln",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013,,,,
Female,"University Of Nebraska, Lincoln",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013,,,,
Unknown,University of Rochester,Unknown,Unknown,Unknown,Unknown,Unknown,Philosophy of Language,2011,Unknown,,,
Unknown,University of Rochester,Unknown,Unknown,Unknown,Unknown,Unknown,Philosophy of Mind,2011,Unknown,,,
Male,University of Southern California,Unknown,Lecturer,Unknown,Lecturer,Unknown,Unknown,2012,,,,
Unknown,"University of Texas, Austin",Unknown,Lecturer,Unknown,Lecturer,Unknown,Unknown,1991,,,,
Male,University of Toronto,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2001,Unknown,,,
Male,University of Utah,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2004,,,,
Male,University of Utah,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,,,,
Male,University of Utah,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,,,,
Male,University of Utah,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013,,,,
Unknown,Yale University,Wesleyan College,Lecturer,Ursinus College,Tenure Track/Permanent,Unknown,Unknown,2003,,,,
Female,University of Chicago,Utah State University,Tenure Track/Permanent,Utah State University,Tenure Track/Permanent,"Dissertation: ""Pleasure and the Nature of the Ethical Subject"" - Abstract PDF",Ethics,2011,,,,
Unknown,"University of Illinois, Chicago",Utah State University,Tenure Track/Permanent,Utah State University,Tenured,Three Essays on Spinoza's Philosophy,History of Philosophy,1994,,,,
Unknown,"University of Texas, Austin",Utah Valley State College,Tenure Track/Permanent,Utah Valley State College,Tenure Track/Permanent,Unknown,Unknown,2000,,,,
Male,"University of California, Los Angeles","California State University, Fullerton",Lecturer,Utah Valley University,Tenure Track/Permanent,The Ethics of Uncertainty,Ethics,2011,,,,
Male,University of Utah,Utah Valley University,Lecturer,Utah Valley University,Lecturer,Unknown,Unknown,2007,,,,
Male,University of Utah,Utah Valley University,Lecturer,Utah Valley University,Lecturer,Unknown,Unknown,2011,,,,
Male,University of Utah,Utah Valley University,Lecturer,Utah Valley University,Lecturer,Unknown,Unknown,2012,,,,
Male,University of Utah,Utah Valley University,Lecturer,Utah Valley University,Lecturer,Unknown,Unknown,2013,,,,
Male,University of Utah,Utah Valley University,Lecturer,Utah Valley University,Lecturer,Unknown,Unknown,2013,,,,
Male,"University of Wisconsin, Madison",Utah Valley University,Tenure Track/Permanent,Utah Valley University,Tenure Track/Permanent,“Cartesian Modality: Possibility and Essence in Descartes and Arnauld”,History of Philosophy,2012,,,,
Male,"University of Massachusetts, Amherst",Unknown,Unknown,Utica College,Tenured,Unknown,Unknown,1997,,,,
Female,Duke University,Utica College,Tenure Track/Permanent,Utica College,Tenure Track/Permanent,"Variance, Selection and Evolutionary Explanation",Philosophy of Science,2013,,,,
Male,Northwestern University,Unknown,Unknown,Utrecht University,Tenure Track/Permanent,"Toward a Social Conception of Personal Autonomy: Identity, Intelligibility, and Intersubjectivity",Metaphysics,1996,Yes,,,
Female,Harvard University,Australian National University,Post Doc/Researcher,Van Leer Jerusalem Institute,Post Doc/Researcher,The Marriage of Rationalism & Empiricism: A New Approach to the Access Problem,Epistemology,2013,,,,
Male,Northwestern University,Unknown,Unknown,Vanderbilt University,Tenure Track/Permanent,"Wittgenstein in Transition: Meaning, Rules, and Practices",Philosophy of Language,1999,Yes,,,
Female,University of Toronto,Vanderbilt University,Tenured,Vanderbilt University,Tenured,"Birth, Time and Ethics",Ethics,2002,Yes,,,
Female,Duke University,Vanderbilt University,Tenure Track/Permanent,Vanderbilt University,Tenure Track/Permanent,Rediscovering Criminal Responsibility through Behavioral Genetics,Ethics,2006,,,,
Female,University of Chicago,Vanderbilt University,Tenure Track/Permanent,Vanderbilt University,Tenure Track/Permanent,The structure and justification of infinite responsibility in the philosophy of Emmanuel Levinas (Davidson),Social and Political Philosophy,1997,,,,
Male,Boston University,Vassar College,Tenure Track/Permanent,Vassar College,Tenure Track/Permanent,“Cognitive Bias and Democracy: A Behavioral Approach to Normative Democratic Theory”,Social and Political Philosophy,2007,,,,
Male,"University of North Carolina, Chapel Hill",Vassar College,Post Doc/Researcher,Vassar College,Post Doc/Researcher,Improvisational Agency,Metaphysics,2013,,,,
Unknown,Princeton University,Vassar College,Tenure Track/Permanent,Vassar College,Tenure Track/Permanent,the dynamic foundations of epistemic rationality,Epistemology,2006,,,,
Unknown,"University of Texas, Austin",Vassar College,Tenure Track/Permanent,Vassar College,Tenure Track/Permanent,Unknown,History of Philosophy,2013,,,,
Unknown,"University of California, Berkeley",Vassar College,Tenure Track/Permanent,Vassar College,Tenure Track/Permanent,"Words, Signs, and Quotation",Philosophy of Language,1997,,,,
Unknown,Princeton University,Victoria University,Tenure Track/Permanent,Victoria University,Tenured,vagueness,Philosophy of Language,2001,,,,
Unknown,Princeton University,Boston University,Tenure Track/Permanent,"Victoria University, Wellington",Tenure Track/Permanent,on welfare,Ethics,2002,,,,
